gamma Case Scenario ES e_var Power n g h 
1   3   3 0.700      2.000 9.992206e-01  15   5   3 
1   3   3 0.700      2.000 9.999619e-01  20   5   3 
1   3   3 0.700      2.000 9.999999e-01  15  10   5 
1   3   3 0.700      2.000 1.000000e+00  20  10   5 
1   3   3 0.700      2.000 1.000000e+00  25  10   5 
1   3   3 0.700      2.000   1  25  15   5 
1   3   3 0.700      2.000 1.000000e+00  20  15  10 
2   3   3 0.700      2.000 8.408787e-01  10   5   3 
2   3   3 0.700      2.000 9.518318e-01  15   5   3 
2   3   3 0.700      2.000 9.869034e-01  20   5   3 
2   3   3 0.700      2.000 9.992206e-01  15  10   5 
2   3   3 0.700      2.000 9.999619e-01  20  10   5 
2   3   3 0.700      2.000 9.999984e-01  25  10   5 
2   3   3 0.700      2.000 1.000000e+00  25  15   5 
2   3   3 0.700      2.000 9.999999e-01  20  15  10 
3   3   3 0.700      2.000 8.408787e-01  10   5   3 
3   3   3 0.700      2.000 9.518318e-01  15   5   3 
3   3   3 0.700      2.000 9.869034e-01  20   5   3 
3   3   3 0.700      2.000 9.992206e-01  15  10   5 
3   3   3 0.700      2.000 9.999619e-01  20  10   5 
3   3   3 0.700      2.000 9.999984e-01  25  10   5 
3   3   3 0.700      2.000 1.000000e+00  25  15   5 
3   3   3 0.700      2.000 9.999999e-01  20  15  10 
4   3   3 0.700      2.000 8.408787e-01  10   5   3 
4   3   3 0.700      2.000 9.518318e-01  15   5   3 
4   3   3 0.700      2.000 9.869034e-01  20   5   3 
4   3   3 0.700      2.000 9.992206e-01  15  10   5 
4   3   3 0.700      2.000 9.999619e-01  20  10   5 
4   3   3 0.700      2.000 9.999984e-01  25  10   5 
4   3   3 0.700      2.000 1.000000e+00  25  15   5 
4   3   3 0.700      2.000 9.999999e-01  20  15  10 
5   3   3 0.700      2.000 8.408787e-01  10   5   3 
5   3   3 0.700      2.000 9.518318e-01  15   5   3 
5   3   3 0.700      2.000 9.869034e-01  20   5   3 
5   3   3 0.700      2.000 9.992206e-01  15  10   5 
5   3   3 0.700      2.000 9.999619e-01  20  10   5 
5   3   3 0.700      2.000 9.999984e-01  25  10   5 
5   3   3 0.700      2.000 1.000000e+00  25  15   5 
5   3   3 0.700      2.000 9.999999e-01  20  15  10 
6   3   3 0.700      2.000 5.523837e-01  10   5   3 
6   3   3 0.700      2.000 7.263376e-01  15   5   3 
6   3   3 0.700      2.000 8.408787e-01  20   5   3 
6   3   3 0.700      2.000 9.518318e-01  15  10   5 
6   3   3 0.700      2.000 9.869034e-01  20  10   5 
6   3   3 0.700      2.000 9.967072e-01  25  10   5 
6   3   3 0.700      2.000 9.999178e-01  25  15   5 
6   3   3 0.700      2.000 9.992206e-01  20  15  10 
7   3   3 0.700      2.000 5.523837e-01  10   5   3 
7   3   3 0.700      2.000 7.263376e-01  15   5   3 
7   3   3 0.700      2.000 8.408787e-01  20   5   3 
7   3   3 0.700      2.000 9.518318e-01  15  10   5 
7   3   3 0.700      2.000 9.869034e-01  20  10   5 
7   3   3 0.700      2.000 9.967072e-01  25  10   5 
7   3   3 0.700      2.000 9.999178e-01  25  15   5 
7   3   3 0.700      2.000 9.992206e-01  20  15  10 
